Time;Wind;PV
 04/05  23:00:00;0.122;0
 04/05  24:00:00;0.093;0
 04/06  01:00:00;0.071;0
 04/06  02:00:00;0.059;0
 04/06  03:00:00;0.064;0
 04/06  04:00:00;0.076;0
 04/06  05:00:00;0.072;0
 04/06  06:00:00;0.052;0.008
 04/06  07:00:00;0.024;0.148
 04/06  08:00:00;0.017;0.376
 04/06  09:00:00;0.022;0.551
 04/06  10:00:00;0.039;0.665
 04/06  11:00:00;0.089;0.725
 04/06  12:00:00;0.148;0.736
 04/06  13:00:00;0.188;0.686
 04/06  14:00:00;0.213;0.573
 04/06  15:00:00;0.24;0.422
 04/06  16:00:00;0.286;0.235
 04/06  17:00:00;0.346;0.066
 04/06  18:00:00;0.378;0
 04/06  19:00:00;0.313;0
 04/06  20:00:00;0.221;0
 04/06  21:00:00;0.159;0
 04/06  22:00:00;0.125;0
 04/06  23:00:00;0.098;0
 04/06  24:00:00;0.068;0
 04/07  01:00:00;0.05;0
 04/07  02:00:00;0.042;0
 04/07  03:00:00;0.038;0
 04/07  04:00:00;0.031;0
 04/07  05:00:00;0.026;0
 04/07  06:00:00;0.025;0.008
 04/07  07:00:00;0.016;0.148
 04/07  08:00:00;0.015;0.356
 04/07  09:00:00;0.022;0.533
 04/07  10:00:00;0.052;0.658
 04/07  11:00:00;0.107;0.72
 04/07  12:00:00;0.159;0.729
 04/07  13:00:00;0.2;0.685
 04/07  14:00:00;0.23;0.598
 04/07  15:00:00;0.254;0.446
 04/07  16:00:00;0.265;0.268
 04/07  17:00:00;0.298;0.085
 04/07  18:00:00;0.362;0
 04/07  19:00:00;0.32;0
 04/07  20:00:00;0.212;0
 04/07  21:00:00;0.146;0
 04/07  22:00:00;0.128;0
 04/07  23:00:00;0.123;0
 04/07  24:00:00;0.107;0
 04/08  01:00:00;0.091;0
 04/08  02:00:00;0.077;0
 04/08  03:00:00;0.07;0
 04/08  04:00:00;0.064;0
 04/08  05:00:00;0.057;0
 04/08  06:00:00;0.045;0.01
 04/08  07:00:00;0.023;0.165
 04/08  08:00:00;0.011;0.368
 04/08  09:00:00;0.011;0.537
 04/08  10:00:00;0.026;0.63
 04/08  11:00:00;0.059;0.669
 04/08  12:00:00;0.102;0.632
 04/08  13:00:00;0.129;0.543
 04/08  14:00:00;0.149;0.402
 04/08  15:00:00;0.177;0.245
 04/08  16:00:00;0.247;0.122
 04/08  17:00:00;0.371;0.033
 04/08  18:00:00;0.466;0
 04/08  19:00:00;0.404;0
 04/08  20:00:00;0.267;0
 04/08  21:00:00;0.169;0
 04/08  22:00:00;0.122;0
 04/08  23:00:00;0.108;0
 04/08  24:00:00;0.108;0
 04/09  01:00:00;0.103;0
 04/09  02:00:00;0.092;0
 04/09  03:00:00;0.082;0
 04/09  04:00:00;0.076;0
 04/09  05:00:00;0.07;0
 04/09  06:00:00;0.058;0.003
 04/09  07:00:00;0.039;0.072
 04/09  08:00:00;0.034;0.195
 04/09  09:00:00;0.051;0.35
 04/09  10:00:00;0.076;0.548
 04/09  11:00:00;0.103;0.667
 04/09  12:00:00;0.132;0.683
 04/09  13:00:00;0.152;0.628
 04/09  14:00:00;0.159;0.519
 04/09  15:00:00;0.159;0.342
 04/09  16:00:00;0.158;0.165
 04/09  17:00:00;0.171;0.045
 04/09  18:00:00;0.21;0
 04/09  19:00:00;0.238;0
 04/09  20:00:00;0.226;0
 04/09  21:00:00;0.195;0
 04/09  22:00:00;0.168;0
 04/09  23:00:00;0.147;0
 04/09  24:00:00;0.129;0
 04/10  01:00:00;0.106;0
 04/10  02:00:00;0.081;0
 04/10  03:00:00;0.06;0
 04/10  04:00:00;0.047;0
 04/10  05:00:00;0.042;0
 04/10  06:00:00;0.042;0.005
 04/10  07:00:00;0.027;0.097
 04/10  08:00:00;0.017;0.262
 04/10  09:00:00;0.013;0.47
 04/10  10:00:00;0.012;0.634
 04/10  11:00:00;0.022;0.692
 04/10  12:00:00;0.053;0.679
 04/10  13:00:00;0.101;0.62
 04/10  14:00:00;0.158;0.514
 04/10  15:00:00;0.23;0.355
 04/10  16:00:00;0.323;0.182
 04/10  17:00:00;0.434;0.057
 04/10  18:00:00;0.5;0
 04/10  19:00:00;0.424;0
 04/10  20:00:00;0.274;0
 04/10  21:00:00;0.173;0
 04/10  22:00:00;0.104;0
 04/10  23:00:00;0.06;0
 04/10  24:00:00;0.043;0
 04/11  01:00:00;0.037;0
 04/11  02:00:00;0.029;0
 04/11  03:00:00;0.022;0
 04/11  04:00:00;0.023;0
 04/11  05:00:00;0.026;0
 04/11  06:00:00;0.026;0.005
 04/11  07:00:00;0.014;0.109
 04/11  08:00:00;0.013;0.298
 04/11  09:00:00;0.024;0.524
 04/11  10:00:00;0.046;0.662
 04/11  11:00:00;0.085;0.719
 04/11  12:00:00;0.134;0.729
 04/11  13:00:00;0.178;0.685
 04/11  14:00:00;0.215;0.593
 04/11  15:00:00;0.246;0.455
 04/11  16:00:00;0.286;0.263
 04/11  17:00:00;0.351;0.084
 04/11  18:00:00;0.428;0
 04/11  19:00:00;0.371;0
 04/11  20:00:00;0.237;0
 04/11  21:00:00;0.135;0
 04/11  22:00:00;0.092;0
 04/11  23:00:00;0.073;0
 04/11  24:00:00;0.065;0
 04/12  01:00:00;0.06;0
 04/12  02:00:00;0.056;0
 04/12  03:00:00;0.05;0
 04/12  04:00:00;0.039;0
 04/12  05:00:00;0.034;0
 04/12  06:00:00;0.037;0.007
 04/12  07:00:00;0.033;0.146
 04/12  08:00:00;0.034;0.356
 04/12  09:00:00;0.031;0.526
 04/12  10:00:00;0.047;0.657
 04/12  11:00:00;0.081;0.72
 04/12  12:00:00;0.114;0.725
 04/12  13:00:00;0.137;0.682
 04/12  14:00:00;0.154;0.588
 04/12  15:00:00;0.182;0.435
 04/12  16:00:00;0.23;0.257
 04/12  17:00:00;0.316;0.084
 04/12  18:00:00;0.428;0
 04/12  19:00:00;0.396;0
 04/12  20:00:00;0.265;0
 04/12  21:00:00;0.183;0
 04/12  22:00:00;0.152;0
 04/12  23:00:00;0.142;0
 04/12  24:00:00;0.125;0
 04/13  01:00:00;0.094;0
 04/13  02:00:00;0.059;0
 04/13  03:00:00;0.038;0
 04/13  04:00:00;0.032;0
 04/13  05:00:00;0.035;0
 04/13  06:00:00;0.041;0.006
 04/13  07:00:00;0.04;0.129
 04/13  08:00:00;0.037;0.333
 04/13  09:00:00;0.03;0.508
 04/13  10:00:00;0.051;0.642
 04/13  11:00:00;0.092;0.708
 04/13  12:00:00;0.129;0.716
 04/13  13:00:00;0.159;0.674
 04/13  14:00:00;0.189;0.571
 04/13  15:00:00;0.242;0.425
 04/13  16:00:00;0.343;0.225
 04/13  17:00:00;0.472;0.063
 04/13  18:00:00;0.543;0
 04/13  19:00:00;0.434;0
 04/13  20:00:00;0.277;0
 04/13  21:00:00;0.199;0
 04/13  22:00:00;0.145;0
 04/13  23:00:00;0.105;0
 04/13  24:00:00;0.076;0
 04/14  01:00:00;0.059;0
 04/14  02:00:00;0.046;0
 04/14  03:00:00;0.036;0
 04/14  04:00:00;0.03;0
 04/14  05:00:00;0.031;0
 04/14  06:00:00;0.039;0.008
 04/14  07:00:00;0.045;0.138
 04/14  08:00:00;0.05;0.335
 04/14  09:00:00;0.052;0.498
 04/14  10:00:00;0.092;0.619
 04/14  11:00:00;0.173;0.699
 04/14  12:00:00;0.243;0.706
 04/14  13:00:00;0.274;0.662
 04/14  14:00:00;0.301;0.551
 04/14  15:00:00;0.331;0.364
 04/14  16:00:00;0.366;0.194
 04/14  17:00:00;0.389;0.05
 04/14  18:00:00;0.376;0
 04/14  19:00:00;0.277;0
 04/14  20:00:00;0.189;0
 04/14  21:00:00;0.148;0
 04/14  22:00:00;0.113;0
 04/14  23:00:00;0.09;0
 04/14  24:00:00;0.079;0
 04/15  01:00:00;0.071;0
 04/15  02:00:00;0.064;0
 04/15  03:00:00;0.062;0
 04/15  04:00:00;0.056;0
 04/15  05:00:00;0.056;0
 04/15  06:00:00;0.06;0.011
 04/15  07:00:00;0.051;0.17
 04/15  08:00:00;0.044;0.362
 04/15  09:00:00;0.044;0.527
 04/15  10:00:00;0.053;0.644
 04/15  11:00:00;0.093;0.703
 04/15  12:00:00;0.145;0.71
 04/15  13:00:00;0.171;0.659
 04/15  14:00:00;0.178;0.57
 04/15  15:00:00;0.193;0.414
 04/15  16:00:00;0.222;0.246
 04/15  17:00:00;0.284;0.084
 04/15  18:00:00;0.388;0
 04/15  19:00:00;0.393;0
 04/15  20:00:00;0.294;0
 04/15  21:00:00;0.192;0
 04/15  22:00:00;0.125;0
 04/15  23:00:00;0.09;0
 04/15  24:00:00;0.071;0
 04/16  01:00:00;0.056;0
 04/16  02:00:00;0.041;0
 04/16  03:00:00;0.033;0
 04/16  04:00:00;0.029;0
 04/16  05:00:00;0.031;0
 04/16  06:00:00;0.03;0.008
 04/16  07:00:00;0.018;0.145
 04/16  08:00:00;0.015;0.353
 04/16  09:00:00;0.016;0.536
 04/16  10:00:00;0.027;0.647
 04/16  11:00:00;0.06;0.712
 04/16  12:00:00;0.099;0.722
 04/16  13:00:00;0.152;0.686
 04/16  14:00:00;0.204;0.598
 04/16  15:00:00;0.244;0.453
 04/16  16:00:00;0.317;0.265
 04/16  17:00:00;0.455;0.082
 04/16  18:00:00;0.546;0
 04/16  19:00:00;0.403;0
 04/16  20:00:00;0.232;0
 04/16  21:00:00;0.145;0
 04/16  22:00:00;0.099;0
 04/16  23:00:00;0.075;0
 04/16  24:00:00;0.066;0
 04/17  01:00:00;0.059;0
 04/17  02:00:00;0.054;0
 04/17  03:00:00;0.048;0
 04/17  04:00:00;0.047;0
 04/17  05:00:00;0.05;0
 04/17  06:00:00;0.045;0.011
 04/17  07:00:00;0.02;0.17
 04/17  08:00:00;0.014;0.378
 04/17  09:00:00;0.026;0.529
 04/17  10:00:00;0.045;0.642
 04/17  11:00:00;0.072;0.69
 04/17  12:00:00;0.102;0.684
 04/17  13:00:00;0.123;0.61
 04/17  14:00:00;0.136;0.473
 04/17  15:00:00;0.156;0.296
 04/17  16:00:00;0.2;0.146
 04/17  17:00:00;0.286;0.041
 04/17  18:00:00;0.389;0
 04/17  19:00:00;0.362;0
 04/17  20:00:00;0.273;0
 04/17  21:00:00;0.216;0
 04/17  22:00:00;0.156;0
 04/17  23:00:00;0.111;0
 04/17  24:00:00;0.082;0
 04/18  01:00:00;0.066;0
 04/18  02:00:00;0.053;0
 04/18  03:00:00;0.048;0
 04/18  04:00:00;0.043;0
 04/18  05:00:00;0.035;0
 04/18  06:00:00;0.029;0.004
 04/18  07:00:00;0.019;0.087
 04/18  08:00:00;0.016;0.257
 04/18  09:00:00;0.015;0.464
 04/18  10:00:00;0.022;0.615
 04/18  11:00:00;0.056;0.691
 04/18  12:00:00;0.098;0.7
 04/18  13:00:00;0.132;0.664
 04/18  14:00:00;0.164;0.569
 04/18  15:00:00;0.211;0.404
 04/18  16:00:00;0.291;0.211
 04/18  17:00:00;0.439;0.066
 04/18  18:00:00;0.535;0
 04/18  19:00:00;0.431;0
 04/18  20:00:00;0.293;0
 04/18  21:00:00;0.22;0
 04/18  22:00:00;0.166;0
 04/18  23:00:00;0.128;0
 04/18  24:00:00;0.113;0
 04/19  01:00:00;0.108;0
 04/19  02:00:00;0.1;0
 04/19  03:00:00;0.085;0
 04/19  04:00:00;0.067;0
 04/19  05:00:00;0.056;0
 04/19  06:00:00;0.048;0.005
 04/19  07:00:00;0.037;0.089
 04/19  08:00:00;0.035;0.205
 04/19  09:00:00;0.042;0.331
 04/19  10:00:00;0.056;0.457
 04/19  11:00:00;0.08;0.537
 04/19  12:00:00;0.103;0.597
 04/19  13:00:00;0.099;0.614
 04/19  14:00:00;0.079;0.554
 04/19  15:00:00;0.059;0.422
 04/19  16:00:00;0.056;0.233
 04/19  17:00:00;0.082;0.065
 04/19  18:00:00;0.159;0
 04/19  19:00:00;0.247;0
 04/19  20:00:00;0.257;0
 04/19  21:00:00;0.209;0
 04/19  22:00:00;0.173;0
 04/19  23:00:00;0.163;0
 04/19  24:00:00;0.172;0
 04/20  01:00:00;0.189;0
 04/20  02:00:00;0.194;0
 04/20  03:00:00;0.183;0
 04/20  04:00:00;0.16;0
 04/20  05:00:00;0.141;0
 04/20  06:00:00;0.122;0.001
 04/20  07:00:00;0.082;0.044
 04/20  08:00:00;0.058;0.143
 04/20  09:00:00;0.03;0.271
 04/20  10:00:00;0.018;0.399
 04/20  11:00:00;0.021;0.508
 04/20  12:00:00;0.044;0.564
 04/20  13:00:00;0.086;0.541
 04/20  14:00:00;0.13;0.454
 04/20  15:00:00;0.16;0.312
 04/20  16:00:00;0.173;0.169
 04/20  17:00:00;0.183;0.047
 04/20  18:00:00;0.212;0
 04/20  19:00:00;0.212;0
 04/20  20:00:00;0.179;0
 04/20  21:00:00;0.134;0
 04/20  22:00:00;0.094;0
 04/20  23:00:00;0.071;0
 04/20  24:00:00;0.056;0
 04/21  01:00:00;0.047;0
 04/21  02:00:00;0.039;0
 04/21  03:00:00;0.033;0
 04/21  04:00:00;0.027;0
 04/21  05:00:00;0.02;0
 04/21  06:00:00;0.017;0.002
 04/21  07:00:00;0.009;0.054
 04/21  08:00:00;0.002;0.155
 04/21  09:00:00;0.001;0.291
 04/21  10:00:00;0;0.451
 04/21  11:00:00;0.001;0.575
 04/21  12:00:00;0.005;0.61
 04/21  13:00:00;0.009;0.568
 04/21  14:00:00;0.015;0.474
 04/21  15:00:00;0.019;0.337
 04/21  16:00:00;0.025;0.19
 04/21  17:00:00;0.043;0.056
 04/21  18:00:00;0.111;0
 04/21  19:00:00;0.203;0
 04/21  20:00:00;0.229;0
 04/21  21:00:00;0.221;0
 04/21  22:00:00;0.19;0
 04/21  23:00:00;0.147;0
 04/21  24:00:00;0.109;0
 04/22  01:00:00;0.078;0
 04/22  02:00:00;0.056;0
 04/22  03:00:00;0.041;0
 04/22  04:00:00;0.034;0
 04/22  05:00:00;0.029;0
 04/22  06:00:00;0.026;0.003
 04/22  07:00:00;0.015;0.088
 04/22  08:00:00;0.009;0.24
 04/22  09:00:00;0.008;0.387
 04/22  10:00:00;0.012;0.537
 04/22  11:00:00;0.02;0.645
 04/22  12:00:00;0.029;0.655
 04/22  13:00:00;0.04;0.623
 04/22  14:00:00;0.052;0.521
 04/22  15:00:00;0.065;0.38
 04/22  16:00:00;0.101;0.183
 04/22  17:00:00;0.175;0.054
 04/22  18:00:00;0.296;0
 04/22  19:00:00;0.381;0
 04/22  20:00:00;0.369;0
 04/22  21:00:00;0.308;0
 04/22  22:00:00;0.233;0
 04/22  23:00:00;0.173;0
 04/22  24:00:00;0.126;0
 04/23  01:00:00;0.097;0
 04/23  02:00:00;0.078;0
 04/23  03:00:00;0.055;0
 04/23  04:00:00;0.034;0
 04/23  05:00:00;0.017;0
 04/23  06:00:00;0.008;0.004
 04/23  07:00:00;0.002;0.079
 04/23  08:00:00;0.001;0.208
 04/23  09:00:00;0.001;0.353
 04/23  10:00:00;0.002;0.464
 04/23  11:00:00;0.005;0.572
 04/23  12:00:00;0.014;0.585
 04/23  13:00:00;0.03;0.547
 04/23  14:00:00;0.052;0.442
 04/23  15:00:00;0.081;0.32
 04/23  16:00:00;0.11;0.171
 04/23  17:00:00;0.158;0.041
 04/23  18:00:00;0.277;0
 04/23  19:00:00;0.374;0
 04/23  20:00:00;0.366;0
 04/23  21:00:00;0.305;0
 04/23  22:00:00;0.258;0
 04/23  23:00:00;0.212;0
 04/23  24:00:00;0.154;0
 04/24  01:00:00;0.114;0
 04/24  02:00:00;0.077;0
 04/24  03:00:00;0.042;0
 04/24  04:00:00;0.009;0
 04/24  05:00:00;0;0
 04/24  06:00:00;0;0.008
 04/24  07:00:00;0;0.144
 04/24  08:00:00;0;0.336
 04/24  09:00:00;0;0.504
 04/24  10:00:00;0.01;0.621
 04/24  11:00:00;0.048;0.681
 04/24  12:00:00;0.087;0.698
 04/24  13:00:00;0.119;0.646
 04/24  14:00:00;0.134;0.557
 04/24  15:00:00;0.139;0.427
 04/24  16:00:00;0.16;0.253
 04/24  17:00:00;0.229;0.077
 04/24  18:00:00;0.363;0
 04/24  19:00:00;0.395;0
 04/24  20:00:00;0.306;0
 04/24  21:00:00;0.195;0
 04/24  22:00:00;0.134;0
 04/24  23:00:00;0.102;0
 04/24  24:00:00;0.088;0
 04/25  01:00:00;0.083;0
 04/25  02:00:00;0.078;0
 04/25  03:00:00;0.066;0
 04/25  04:00:00;0.052;0
 04/25  05:00:00;0.046;0
 04/25  06:00:00;0.046;0.008
 04/25  07:00:00;0.041;0.138
 04/25  08:00:00;0.043;0.325
 04/25  09:00:00;0.041;0.495
 04/25  10:00:00;0.05;0.629
 04/25  11:00:00;0.078;0.696
 04/25  12:00:00;0.114;0.705
 04/25  13:00:00;0.149;0.653
 04/25  14:00:00;0.181;0.558
 04/25  15:00:00;0.199;0.422
 04/25  16:00:00;0.222;0.243
 04/25  17:00:00;0.318;0.081
 04/25  18:00:00;0.451;0
 04/25  19:00:00;0.397;0
 04/25  20:00:00;0.295;0
 04/25  21:00:00;0.215;0
 04/25  22:00:00;0.178;0
 04/25  23:00:00;0.157;0
 04/25  24:00:00;0.143;0
 04/26  01:00:00;0.134;0
 04/26  02:00:00;0.127;0
 04/26  03:00:00;0.103;0
 04/26  04:00:00;0.081;0
 04/26  05:00:00;0.067;0
 04/26  06:00:00;0.055;0.01
 04/26  07:00:00;0.045;0.162
 04/26  08:00:00;0.045;0.352
 04/26  09:00:00;0.05;0.518
 04/26  10:00:00;0.071;0.644
 04/26  11:00:00;0.102;0.703
 04/26  12:00:00;0.135;0.712
 04/26  13:00:00;0.158;0.673
 04/26  14:00:00;0.188;0.589
 04/26  15:00:00;0.218;0.444
 04/26  16:00:00;0.264;0.266
 04/26  17:00:00;0.374;0.088
 04/26  18:00:00;0.518;0
 04/26  19:00:00;0.461;0
 04/26  20:00:00;0.291;0
 04/26  21:00:00;0.188;0
 04/26  22:00:00;0.155;0
 04/26  23:00:00;0.15;0
 04/26  24:00:00;0.144;0
 04/27  01:00:00;0.119;0
 04/27  02:00:00;0.093;0
 04/27  03:00:00;0.076;0
 04/27  04:00:00;0.067;0
 04/27  05:00:00;0.066;0
 04/27  06:00:00;0.069;0.01
 04/27  07:00:00;0.058;0.16
 04/27  08:00:00;0.056;0.352
 04/27  09:00:00;0.056;0.531
 04/27  10:00:00;0.067;0.641
 04/27  11:00:00;0.096;0.698
 04/27  12:00:00;0.123;0.704
 04/27  13:00:00;0.14;0.665
 04/27  14:00:00;0.161;0.574
 04/27  15:00:00;0.176;0.442
 04/27  16:00:00;0.199;0.275
 04/27  17:00:00;0.28;0.092
 04/27  18:00:00;0.448;0
 04/27  19:00:00;0.474;0
 04/27  20:00:00;0.38;0
 04/27  21:00:00;0.286;0
 04/27  22:00:00;0.224;0
 04/27  23:00:00;0.183;0
 04/27  24:00:00;0.14;0
 04/28  01:00:00;0.107;0
 04/28  02:00:00;0.084;0
 04/28  03:00:00;0.068;0
 04/28  04:00:00;0.053;0
 04/28  05:00:00;0.046;0
 04/28  06:00:00;0.045;0.009
 04/28  07:00:00;0.035;0.14
 04/28  08:00:00;0.033;0.312
 04/28  09:00:00;0.036;0.477
 04/28  10:00:00;0.049;0.581
 04/28  11:00:00;0.082;0.628
 04/28  12:00:00;0.109;0.619
 04/28  13:00:00;0.12;0.565
 04/28  14:00:00;0.123;0.46
 04/28  15:00:00;0.12;0.325
 04/28  16:00:00;0.14;0.173
 04/28  17:00:00;0.229;0.05
 04/28  18:00:00;0.388;0
 04/28  19:00:00;0.411;0
 04/28  20:00:00;0.3;0
 04/28  21:00:00;0.218;0
 04/28  22:00:00;0.158;0
 04/28  23:00:00;0.125;0
 04/28  24:00:00;0.108;0
 04/29  01:00:00;0.101;0
 04/29  02:00:00;0.095;0
 04/29  03:00:00;0.089;0
 04/29  04:00:00;0.071;0
 04/29  05:00:00;0.053;0
 04/29  06:00:00;0.041;0.008
 04/29  07:00:00;0.031;0.134
 04/29  08:00:00;0.023;0.314
 04/29  09:00:00;0.014;0.471
 04/29  10:00:00;0.019;0.575
 04/29  11:00:00;0.041;0.577
 04/29  12:00:00;0.072;0.561
 04/29  13:00:00;0.101;0.522
 04/29  14:00:00;0.117;0.452
 04/29  15:00:00;0.12;0.34
 04/29  16:00:00;0.134;0.214
 04/29  17:00:00;0.18;0.07
 04/29  18:00:00;0.289;0
 04/29  19:00:00;0.33;0
 04/29  20:00:00;0.305;0
 04/29  21:00:00;0.261;0
 04/29  22:00:00;0.213;0
 04/29  23:00:00;0.173;0
 04/29  24:00:00;0.147;0
 04/30  01:00:00;0.112;0
 04/30  02:00:00;0.098;0
 04/30  03:00:00;0.096;0
 04/30  04:00:00;0.086;0
 04/30  05:00:00;0.073;0
 04/30  06:00:00;0.057;0.008
 04/30  07:00:00;0.048;0.134
 04/30  08:00:00;0.028;0.315
 04/30  09:00:00;0.01;0.497
 04/30  10:00:00;0.003;0.612
 04/30  11:00:00;0.003;0.689
 04/30  12:00:00;0.006;0.706
 04/30  13:00:00;0.013;0.668
 04/30  14:00:00;0.029;0.58
 04/30  15:00:00;0.049;0.445
 04/30  16:00:00;0.083;0.27
 04/30  17:00:00;0.184;0.09
 04/30  18:00:00;0.391;0
 04/30  19:00:00;0.389;0
 04/30  20:00:00;0.248;0
 04/30  21:00:00;0.156;0
 04/30  22:00:00;0.121;0
 04/30  23:00:00;0.111;0
 04/30  24:00:00;0.101;0
 05/01  01:00:00;0.085;0
 05/01  02:00:00;0.071;0
 05/01  03:00:00;0.064;0
 05/01  04:00:00;0.06;0
 05/01  05:00:00;0.058;0
 05/01  06:00:00;0.054;0.009
 05/01  07:00:00;0.036;0.148
 05/01  08:00:00;0.032;0.334
 05/01  09:00:00;0.033;0.502
 05/01  10:00:00;0.033;0.633
 05/01  11:00:00;0.043;0.692
 05/01  12:00:00;0.062;0.706
 05/01  13:00:00;0.083;0.67
 05/01  14:00:00;0.104;0.588
 05/01  15:00:00;0.132;0.456
 05/01  16:00:00;0.18;0.271
 05/01  17:00:00;0.282;0.085
 05/01  18:00:00;0.44;0
 05/01  19:00:00;0.416;0
 05/01  20:00:00;0.261;0
 05/01  21:00:00;0.171;0
 05/01  22:00:00;0.14;0
 05/01  23:00:00;0.123;0
 05/01  24:00:00;0.101;0
 05/02  01:00:00;0.07;0
 05/02  02:00:00;0.041;0
 05/02  03:00:00;0.027;0
 05/02  04:00:00;0.022;0
 05/02  05:00:00;0.022;0
 05/02  06:00:00;0.025;0.009
 05/02  07:00:00;0.024;0.156
 05/02  08:00:00;0.02;0.345
 05/02  09:00:00;0.014;0.506
 05/02  10:00:00;0.012;0.634
 05/02  11:00:00;0.014;0.692
 05/02  12:00:00;0.027;0.703
 05/02  13:00:00;0.057;0.664
 05/02  14:00:00;0.101;0.578
 05/02  15:00:00;0.134;0.444
 05/02  16:00:00;0.153;0.256
 05/02  17:00:00;0.22;0.083
 05/02  18:00:00;0.372;0
 05/02  19:00:00;0.389;0
 05/02  20:00:00;0.286;0
 05/02  21:00:00;0.204;0
 05/02  22:00:00;0.167;0
 05/02  23:00:00;0.142;0
 05/02  24:00:00;0.111;0
 05/03  01:00:00;0.087;0
 05/03  02:00:00;0.067;0
 05/03  03:00:00;0.054;0
 05/03  04:00:00;0.045;0
 05/03  05:00:00;0.039;0
 05/03  06:00:00;0.032;0.01
 05/03  07:00:00;0.018;0.16
 05/03  08:00:00;0.008;0.353
 05/03  09:00:00;0.005;0.506
 05/03  10:00:00;0.016;0.634
 05/03  11:00:00;0.054;0.691
 05/03  12:00:00;0.12;0.692
 05/03  13:00:00;0.201;0.659
 05/03  14:00:00;0.291;0.555
 05/03  15:00:00;0.409;0.399
 05/03  16:00:00;0.535;0.234
 05/03  17:00:00;0.618;0.081
 05/03  18:00:00;0.618;0
 05/03  19:00:00;0.504;0
 05/03  20:00:00;0.399;0
 05/03  21:00:00;0.323;0
 05/03  22:00:00;0.262;0
 05/03  23:00:00;0.195;0
 05/03  24:00:00;0.15;0
 05/04  01:00:00;0.118;0
 05/04  02:00:00;0.081;0
 05/04  03:00:00;0.059;0
 05/04  04:00:00;0.042;0
 05/04  05:00:00;0.033;0
 05/04  06:00:00;0.033;0.005
 05/04  07:00:00;0.045;0.111
 05/04  08:00:00;0.063;0.301
 05/04  09:00:00;0.086;0.491
 05/04  10:00:00;0.167;0.618
 05/04  11:00:00;0.295;0.679
 05/04  12:00:00;0.395;0.68
 05/04  13:00:00;0.465;0.624
 05/04  14:00:00;0.521;0.485
 05/04  15:00:00;0.499;0.307
 05/04  16:00:00;0.426;0.135
 05/04  17:00:00;0.339;0.033
 05/04  18:00:00;0.247;0
 05/04  19:00:00;0.186;0
 05/04  20:00:00;0.158;0
 05/04  21:00:00;0.14;0
 05/04  22:00:00;0.133;0
 05/04  23:00:00;0.118;0
 05/04  24:00:00;0.107;0
 05/05  01:00:00;0.098;0
 05/05  02:00:00;0.082;0
 05/05  03:00:00;0.064;0
 05/05  04:00:00;0.046;0
 05/05  05:00:00;0.038;0
 05/05  06:00:00;0.039;0.006
 05/05  07:00:00;0.058;0.126
 05/05  08:00:00;0.086;0.305
 05/05  09:00:00;0.088;0.47
 05/05  10:00:00;0.108;0.588
 05/05  11:00:00;0.158;0.649
 05/05  12:00:00;0.192;0.653
 05/05  13:00:00;0.202;0.588
 05/05  14:00:00;0.199;0.465
 05/05  15:00:00;0.206;0.323
 05/05  16:00:00;0.237;0.174
 05/05  17:00:00;0.31;0.047
 05/05  18:00:00;0.38;0
 05/05  19:00:00;0.326;0
 05/05  20:00:00;0.214;0
 05/05  21:00:00;0.157;0
 05/05  22:00:00;0.138;0
 05/05  23:00:00;0.127;0
 05/05  24:00:00;0.116;0
 05/06  01:00:00;0.104;0
 05/06  02:00:00;0.092;0
 05/06  03:00:00;0.077;0
 05/06  04:00:00;0.06;0
 05/06  05:00:00;0.046;0
 05/06  06:00:00;0.034;0.005
 05/06  07:00:00;0.016;0.12
 05/06  08:00:00;0.015;0.307
 05/06  09:00:00;0.026;0.468
 05/06  10:00:00;0.04;0.598
 05/06  11:00:00;0.055;0.676
 05/06  12:00:00;0.072;0.681
 05/06  13:00:00;0.084;0.634
 05/06  14:00:00;0.091;0.548
 05/06  15:00:00;0.107;0.413
 05/06  16:00:00;0.156;0.225
 05/06  17:00:00;0.246;0.072
 05/06  18:00:00;0.386;0
 05/06  19:00:00;0.384;0
 05/06  20:00:00;0.267;0
 05/06  21:00:00;0.171;0
 05/06  22:00:00;0.124;0
 05/06  23:00:00;0.097;0
 05/06  24:00:00;0.079;0
 05/07  01:00:00;0.065;0
 05/07  02:00:00;0.055;0
 05/07  03:00:00;0.05;0
 05/07  04:00:00;0.045;0
 05/07  05:00:00;0.039;0
 05/07  06:00:00;0.037;0.009
 05/07  07:00:00;0.018;0.155
 05/07  08:00:00;0.007;0.338
 05/07  09:00:00;0.002;0.503
 05/07  10:00:00;0.005;0.628
 05/07  11:00:00;0.024;0.685
 05/07  12:00:00;0.058;0.693
 05/07  13:00:00;0.107;0.654
 05/07  14:00:00;0.173;0.562
 05/07  15:00:00;0.262;0.407
 05/07  16:00:00;0.396;0.227
 05/07  17:00:00;0.552;0.071
 05/07  18:00:00;0.616;0
 05/07  19:00:00;0.491;0
 05/07  20:00:00;0.346;0
 05/07  21:00:00;0.237;0
 05/07  22:00:00;0.154;0
 05/07  23:00:00;0.105;0
 05/07  24:00:00;0.077;0
 05/08  01:00:00;0.058;0
 05/08  02:00:00;0.047;0
 05/08  03:00:00;0.045;0
 05/08  04:00:00;0.049;0
 05/08  05:00:00;0.056;0
 05/08  06:00:00;0.056;0.004
 05/08  07:00:00;0.047;0.08
 05/08  08:00:00;0.042;0.206
